method,seed,task_id,episode,step,subgoal_x,subgoal_y,is_direct_goal,planned_waypoints,lookahead_x,lookahead_y,dist_to_lookahead,attention_targets,attention_weights,stuck_count
Enhanced Sequence Attention,1,4,0,723,13.403042793273926,4.205549240112305,False,"[[15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",13.403042793273926,4.205549240112305,7.387603195030123,"[[13.403042793273926, 4.205549240112305], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,724,17.146549224853516,0.8125650882720947,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.146549224853516,0.8125650882720947,2.5320139693470716,"[[17.146549224853516, 0.8125650882720947], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,725,17.123693466186523,0.8319185972213745,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.123693466186523,0.8319185972213745,2.5032676519445665,"[[17.123693466186523, 0.8319185972213745], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,726,17.06136131286621,0.8846973180770874,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.06136131286621,0.8846973180770874,2.557799975719467,"[[17.06136131286621, 0.8846973180770874], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,727,17.01854705810547,0.9209508299827576,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.01854705810547,0.9209508299827576,2.6404022040472057,"[[17.01854705810547, 0.9209508299827576], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,728,17.016319274902344,0.9228368997573853,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.016319274902344,0.9228368997573853,2.7516104212948864,"[[17.016319274902344, 0.9228368997573853], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,729,17.076353073120117,0.8720030784606934,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.076353073120117,0.8720030784606934,2.8078276299346463,"[[17.076353073120117, 0.8720030784606934], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,730,17.153596878051758,0.8065983057022095,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.153596878051758,0.8065983057022095,2.8060672148431016,"[[17.153596878051758, 0.8065983057022095], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,731,17.210464477539062,0.7584452033042908,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.210464477539062,0.7584452033042908,2.778450159796396,"[[17.210464477539062, 0.7584452033042908], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,732,17.25130844116211,0.7238620519638062,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.25130844116211,0.7238620519638062,2.746295120955456,"[[17.25130844116211, 0.7238620519638062], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,733,17.265323638916016,0.7119936347007751,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.265323638916016,0.7119936347007751,2.72350700390704,"[[17.265323638916016, 0.7119936347007751], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,734,17.244924545288086,0.7292665839195251,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.244924545288086,0.7292665839195251,2.7938121035112577,"[[17.244924545288086, 0.7292665839195251], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,735,17.259449005126953,0.7169687151908875,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.259449005126953,0.7169687151908875,2.838742611426295,"[[17.259449005126953, 0.7169687151908875], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,736,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,2.935201343374465,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,737,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.139128968723729,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,738,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.312400012166968,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,739,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.465473777514078,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,740,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.5104302422317644,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,741,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.4803412758336543,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,742,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.4813083778887313,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,743,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.5016454373710872,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,744,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.552754692353861,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,745,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.56838026772014,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,746,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.5401226085228807,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,747,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.5063448504331713,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,748,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.4384240422535486,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,749,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.243534135826339,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,750,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,3.052182323397467,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,751,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,2.8990783033194174,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,752,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,2.7743637301098096,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,753,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,2.707090814817538,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,754,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,2.619625874455328,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,755,17.273815155029297,0.7048045992851257,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.273815155029297,0.7048045992851257,2.4693007428349,"[[17.273815155029297, 0.7048045992851257], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,756,17.16740608215332,0.794904351234436,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",17.16740608215332,0.794904351234436,2.3315375197438053,"[[17.16740608215332, 0.794904351234436], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,757,16.983842849731445,0.950335681438446,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",16.983842849731445,0.950335681438446,2.2708631682718528,"[[16.983842849731445, 0.950335681438446], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
Enhanced Sequence Attention,1,4,0,758,16.801494598388672,1.104736566543579,False,"[[19.799972534179688, 0.28686025738716125], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [11.552350044250488, 10.650186538696289], [9.929605484008789, 15.379069328308105], [7.817266464233398, 17.349905014038086], [5.966537952423096, 20.12035369873047], [1.9485915899276733, 19.619365692138672]]",16.801494598388672,1.104736566543579,2.244465339679217,"[[16.801494598388672, 1.104736566543579], [15.272933959960938, 2.399031400680542], [12.900012016296387, 4.691531658172607], [12.429635047912598, 7.774738311767578], [1.9485915899276733, 19.619365692138672]]","[0.38128068322068076, 0.2555800851289867, 0.17132045442945498, 0.11483953489999889, 0.07697924232087867]",0.0
