method,seed,task_id,episode,step,x,y,reward,done,z,vx,vy,speed,action_norm,action_torques,latency_ms
Enhanced Sequence Attention,1,2,0,162,11.109629634351393,13.70079771420924,0.0,False,0.6887306162773054,0.7893277360696195,-0.9366192025115057,1.2248648110881786,2.062842607498169,"[1.0, -0.7929846048355103, -0.18970221281051636, -0.8737608790397644, -0.2473488450050354, 0.8248096108436584, 0.29250216484069824, -1.0]",3.6155409179627895
Enhanced Sequence Attention,1,2,0,163,11.17915286394184,13.605594704482158,0.0,False,0.6869083284188241,0.6053200112983438,-0.9557235830892122,1.1312912460330935,1.4077892303466797,"[0.193925678730011, -0.677762508392334, 0.641228199005127, 0.3891112208366394, -0.613101065158844, 0.4951302111148834, -0.5241968035697937, 0.16276049613952637]",4.042166983708739
Enhanced Sequence Attention,1,2,0,164,11.225936184486528,13.508310566646966,0.0,False,0.5985330624582768,0.3467404118012333,-1.043580874654002,1.09967720496503,1.9917088747024536,"[0.46830475330352783, -0.5578606128692627, 0.9348085522651672, 0.8511106371879578, -0.7623889446258545, -0.1205621138215065, -0.942656934261322, 0.5947739481925964]",3.415082930587232
Enhanced Sequence Attention,1,2,0,165,11.188150051668876,13.397247511605883,0.0,False,0.6398305292576396,-0.8443097420205029,-1.1512709830935155,1.4276847750760104,2.008286714553833,"[0.06712665408849716, -0.7965846061706543, 0.8261117935180664, 0.8048011660575867, -0.8252132534980774, -0.2992638051509857, -0.9223907589912415, 0.6653244495391846]",5.642666015774012
Enhanced Sequence Attention,1,2,0,166,11.122779664511372,13.271646710271677,0.0,False,0.7182802756500127,-0.4692734625200853,-1.3882355388503158,1.4654062556003429,1.594597339630127,"[-0.8736242055892944, 0.4726592004299164, 0.8202091455459595, -0.00047641992568969727, 0.11887561529874802, 0.055570609867572784, 0.6779963374137878, 0.6375521421432495]",4.708625026978552
Enhanced Sequence Attention,1,2,0,167,11.08532489926879,13.136564190480154,0.0,False,0.7057467088570325,-0.2956466034955993,-1.3172430430598865,1.3500133883218175,1.718863606452942,"[-0.813383162021637, 0.6088061332702637, -0.39350515604019165, -0.6682595014572144, 0.557722806930542, 0.06396368891000748, 1.0, -0.07544609904289246]",4.480083007365465
Enhanced Sequence Attention,1,2,0,168,11.08433456223007,13.014850343371153,0.0,False,0.6396920241584921,0.4096354959107826,-1.1084031141590691,1.1816762259551452,1.7768380641937256,"[-0.8485192656517029, 0.42154476046562195, -0.21885454654693604, -0.8437758684158325, 0.8054906725883484, 0.14086823165416718, 0.8220449686050415, 0.39394986629486084]",5.515415919944644
Enhanced Sequence Attention,1,2,0,169,11.188617105587229,12.943533915519415,0.0,False,0.6312689735480418,1.2062572759163126,-0.7487015262980357,1.4197220119382707,1.6898239850997925,"[-0.7163931131362915, -0.6585967540740967, -0.43821752071380615, -0.5382325053215027, 0.817855715751648, 0.5592504143714905, 0.6662511229515076, 0.03560972213745117]",4.568208009004593
Enhanced Sequence Attention,1,2,0,170,11.302922926738184,12.848482810080636,0.0,False,0.5849375758193216,0.952718337336613,-1.0288678202118886,1.4022272361372117,1.2767459154129028,"[0.03331891447305679, -0.7305532693862915, 0.5630162954330444, 0.29899460077285767, -0.3503747582435608, 0.55473393201828, -0.4923549294471741, -0.12637674808502197]",4.345374996773899
Enhanced Sequence Attention,1,2,0,171,11.393146060151556,12.726472848713616,0.0,False,0.4647666317689171,0.8669755089634629,-1.41247955085809,1.6573306896134905,1.9213275909423828,"[0.006048016250133514, -0.6226912140846252, 0.881235659122467, 0.8728803992271423, -0.742375910282135, 0.6065857410430908, -0.8967816233634949, 0.20478519797325134]",3.957625012844801
Enhanced Sequence Attention,1,2,0,172,11.417866747232884,12.54311809136238,0.0,False,0.5295500735131521,0.0057297411637233,-2.0590440905881096,2.0590520627025484,1.9283961057662964,"[0.24629178643226624, -0.803411602973938, 0.8220034837722778, 0.8526613116264343, -0.7908914089202881, 0.029278643429279327, -0.8972288966178894, 0.4224620461463928]",4.190708044916391
Enhanced Sequence Attention,1,2,0,173,11.417693254155248,12.348565919378396,0.0,False,0.6356060513465588,0.1208121535821917,-1.716782609124904,1.7210282111130193,1.5394378900527954,"[0.3785950839519501, -0.4561188817024231, 0.8117918372154236, -0.5642809867858887, -0.6648876070976257, -0.011545740067958832, 0.4749910831451416, 0.610938549041748]",4.408583045005798
Enhanced Sequence Attention,1,2,0,174,11.448977193772878,12.175963411794124,0.0,False,0.6516159782462275,0.467836935320703,-1.67286893185719,1.7370555147211857,1.9709302186965945,"[-0.6080812215805054, 0.6722557544708252, -0.4261114001274109, -0.7373459339141846, 0.8390439748764038, -0.36003172397613525, 0.8752465844154358, 0.8590409755706787]",3.6476249806582928
Enhanced Sequence Attention,1,2,0,175,11.517581517997632,12.024635343913893,0.0,False,0.6124773195670986,1.1984539200010256,-1.136967222207975,1.6519643648520823,2.139441728591919,"[-0.8779900074005127, 0.8619571924209595, -0.5064560770988464, -0.9224763512611389, 0.8198966979980469, -0.331480473279953, 0.9789078831672668, 0.46426674723625183]",3.929167054593563
Enhanced Sequence Attention,1,2,0,176,11.658839200900486,11.926082793779203,0.0,False,0.5943917321562953,1.6187294559607657,-1.0353831071847042,1.9215366845934765,1.807226061820984,"[-0.8464292883872986, -0.15852826833724976, -0.7251369953155518, -0.21679124236106873, 0.8073562979698181, 0.7746267318725586, 0.83622807264328, 0.02284279465675354]",3.529665991663933
Enhanced Sequence Attention,1,2,0,177,11.841261679327696,11.818849918751924,0.0,False,0.6174121175928274,1.760376766812521,-0.8646924763496052,1.961280051341194,2.182408332824707,"[-0.7413291335105896, -0.9101048707962036, 0.7074307203292847, -0.7656078338623047, 0.721502959728241, 0.7513202428817749, -0.5838527679443359, -0.9340773820877075]",3.8942500250414014
Enhanced Sequence Attention,1,2,0,178,12.006798477980166,11.723163402347389,0.0,False,0.5912835402251196,1.5590825518397475,-1.0733142265782063,1.8928132058991751,1.7100433111190796,"[-0.19140419363975525, -0.6317543387413025, 0.8021479845046997, 0.6481142640113831, -0.6852241158485413, 0.0005679428577423096, -0.7736524939537048, 0.5974404811859131]",3.3850829349830747
Enhanced Sequence Attention,1,2,0,179,12.143824215778183,11.620382124223015,0.0,False,0.4908137220518062,0.7622991929580759,-0.8564743913988951,1.1465811976073224,2.020925998687744,"[0.7959837317466736, -0.6587368249893188, 0.5758292078971863, 0.8270925879478455, -0.7753309607505798, 0.5973836779594421, -0.873180091381073, 0.5296297073364258]",4.404667066410184
Enhanced Sequence Attention,1,2,0,180,12.109826741298503,11.504793821809455,0.0,False,0.6323248257452209,-0.4750497179825603,-1.1591676127009898,1.2527337262523996,2.1788907051086426,"[0.7716891765594482, -0.8691995143890381, 0.7768781185150146, 0.8140386939048767, -0.8855648636817932, 0.3278084397315979, -0.909331738948822, 0.6417056322097778]",3.6889580078423023
Enhanced Sequence Attention,1,2,0,181,12.079835109790288,11.37183565464921,0.0,False,0.7155203223921109,-0.1641255825358007,-1.43778794403201,1.4471252118757765,1.3401517868041992,"[-0.30993857979774475, -0.16377508640289307, 0.7316318154335022, 0.5407105088233948, 0.6674634218215942, 0.3109186887741089, 0.5164138078689575, -0.19133353233337402]",3.3702090149745345
Enhanced Sequence Attention,1,2,0,182,12.082922721393563,11.24644570045167,0.0,False,0.7179926360772924,0.2081953988920725,-1.1257931577302942,1.1448823337409728,1.756090760231018,"[-0.7207582592964172, 0.5097097158432007, -0.7656497359275818, -0.4653662145137787, 0.4536207914352417, -0.18201276659965515, 0.7702196836471558, 0.8183116912841797]",3.7479589227586985
Enhanced Sequence Attention,1,2,0,183,12.113738523321048,11.14176659565284,0.0,False,0.643520918010311,0.4824627339178611,-0.8780576595581109,1.001876011853844,2.20906925201416,"[-0.8150495886802673, 1.0, -0.9214419722557068, -0.7829613089561462, 0.8657388687133789, -0.2376936376094818, 0.966022253036499, 0.11998128890991211]",3.5457919584587216
Enhanced Sequence Attention,1,2,0,184,12.20305979311894,11.054032471889968,0.0,False,0.5558208991173542,1.31774554370518,-0.7302381632135994,1.5065527182838414,2.079267978668213,"[-0.9634222388267517, 0.6300597190856934, -0.6276550889015198, -0.7313365936279297, 0.8724440336227417, 0.8216022253036499, 0.613379716873169, -0.5069222450256348]",3.88587499037385
Enhanced Sequence Attention,1,2,0,185,12.327321787464632,10.969817998952738,0.0,False,0.5094208445083166,1.1372061532256506,-0.6255820855583852,1.2979178636207531,1.3011363744735718,"[0.3225400447845459, -0.699417233467102, 0.49311453104019165, -0.47105666995048523, 0.3015066087245941, 0.16046547889709473, 0.4039682149887085, 0.5956820249557495]",4.140125005505979
Enhanced Sequence Attention,1,2,0,186,12.421387514959935,10.90588132636003,0.0,False,0.4535858479128636,0.3714253044422759,-0.6340836246213637,0.7348597143625467,1.668259620666504,"[0.3568679392337799, -0.7598687410354614, 0.8364996910095215, 0.3916934132575989, -0.6738964319229126, 0.514782190322876, -0.22887994349002838, 0.6735401153564453]",4.277542000636458
Enhanced Sequence Attention,1,2,0,187,12.359462323112842,10.810345515103297,0.0,False,0.4985342690882893,-0.998978218799085,-1.0474634830592855,1.4474588871459124,1.8931195735931396,"[0.5178046226501465, -0.7399694919586182, 0.8206555247306824, 0.6258139610290527, -0.843233048915863, 0.5338362455368042, -0.7000182271003723, 0.4658946394920349]",3.882792079821229
Enhanced Sequence Attention,1,2,0,188,12.26285777476218,10.693559577525868,0.0,False,0.5088238244006754,-0.9385514555999408,-1.512364419090262,1.7799227429691975,1.8233482837677,"[-0.3057555854320526, -0.8607571125030518, 0.9974679350852966, 0.6614571213722229, 0.10396671295166016, 0.17029735445976257, -0.9696215987205505, -0.27886462211608887]",3.8232920924201608
Enhanced Sequence Attention,1,2,0,189,12.174596930618094,10.537573452977313,0.0,False,0.6221533952753909,-0.7950529350366885,-1.381606811911024,1.5940346772355352,1.72776198387146,"[-0.7504556775093079, -0.9328473806381226, 0.3308180570602417, -0.5916671752929688, 0.5359737873077393, -0.2442741096019745, -0.614287793636322, -0.6066101789474487]",3.4353749360889196
Enhanced Sequence Attention,1,2,0,190,12.101727273086748,10.405296548848408,0.0,False,0.6447293373311227,-0.66945981309599,-1.2744252321237393,1.4395610836724382,2.1361091136932373,"[-0.7536563873291016, 0.08213526010513306, -0.8794668316841125, -0.9471848607063293, 1.0, -0.3263384997844696, 0.940952718257904, 0.5707083940505981]",3.623666008934378
Enhanced Sequence Attention,1,2,0,191,12.041169972335696,10.286971518270384,0.0,False,0.5623591848873041,-0.4417269404863396,-1.1633692823170243,1.2444078017234748,1.878780722618103,"[-0.11545776575803757, 0.38392385840415955, -0.7906327843666077, -0.9838019013404846, 0.41899216175079346, 0.25966423749923706, 0.9086835384368896, 0.8410927057266235]",3.644749987870455
Enhanced Sequence Attention,1,2,0,192,12.004921871774595,10.201824695735054,0.0,False,0.4622916619407028,-0.1399588747103733,-0.5312941594989624,0.549419667037778,1.7621281147003174,"[-0.0207638218998909, 0.8511395454406738, -0.7521446347236633, -0.7451979517936707, -0.1857922226190567, 0.2851751148700714, 0.924560010433197, 0.5371493101119995]",3.52645805105567
Enhanced Sequence Attention,1,2,0,193,12.007910039774586,10.108423806532963,0.0,False,0.5065793319234618,0.1621099593588775,-0.9593296238933716,0.9729300931735716,1.5728776454925537,"[-0.5415940284729004, -0.8034228086471558, 0.01298387348651886, -0.9545565247535706, 0.1858254075050354, 0.5056567788124084, 0.42344820499420166, 0.3927554488182068]",3.838750068098306
Enhanced Sequence Attention,1,2,0,194,12.017998617661044,10.010684604136395,0.0,False,0.4730245253927864,0.0204716527843431,-0.9811036993867478,0.9813172563030188,1.6598317623138428,"[-0.20883384346961975, -0.910588264465332, 0.4483230710029602, 0.47031909227371216, -0.8434224724769592, 0.5987668633460999, -0.4929526448249817, 0.383639931678772]",3.782042069360614
Enhanced Sequence Attention,1,2,0,195,11.96149140321315,9.896274107016088,0.0,False,0.4402633826405294,-0.9880255012692122,-1.377882851791837,1.695510408231186,1.9829230308532717,"[0.32252055406570435, -0.8141026496887207, 0.7563958764076233, 0.7524685263633728, -0.7967889904975891, 0.7759544253349304, -0.7818986177444458, 0.42250925302505493]",3.850167035125196
Enhanced Sequence Attention,1,2,0,196,11.851537160088624,9.715404582049722,0.0,False,0.5346815445171493,-1.1243052492810806,-1.9679710715193244,2.266489009878034,1.9963191747665403,"[0.30832433700561523, -0.8416917324066162, 0.7862316966056824, 0.7605133652687073, -0.7244845032691956, 0.5286582708358765, -0.9054176211357117, 0.6009179353713989]",4.096333053894341
Enhanced Sequence Attention,1,2,0,197,11.74495481403858,9.53823260958822,0.0,False,0.6371092712233235,-0.9669782914354657,-1.5372686993151954,1.8161062936958523,1.2783992290496826,"[-0.00702952966094017, -0.6362818479537964, 0.3732980191707611, -0.04200020432472229, -0.8464881777763367, -0.4801843464374542, 0.14352859556674957, 0.34722524881362915]",3.4719998948276043
Enhanced Sequence Attention,1,2,0,198,11.665514960568236,9.376935732664403,0.0,False,0.6411834585334412,-0.6644850108474804,-1.6510256525557585,1.7797263933082927,2.1590051651000977,"[-0.9214692711830139, 0.6077117919921875, -0.4340091347694397, -0.8967755436897278, 0.8170930743217468, -0.6514375805854797, 0.8996046781539917, 0.740953803062439]",3.3424169523641467
Enhanced Sequence Attention,1,2,0,199,11.607317374784868,9.215171423480268,0.0,False,0.5551131555282394,-0.4336856549822986,-1.6281232002213009,1.6848941813764673,1.8087637424468992,"[-0.5914861559867859, 0.09785953164100647, -0.707455575466156, -0.8498982787132263, 0.6896176338195801, 0.6156144738197327, 0.8175203204154968, 0.40802040696144104]",3.5740839084610343
Enhanced Sequence Attention,1,2,0,200,11.642945949174267,9.079673115353778,0.0,False,0.5883346181888184,0.5705490204569295,-1.3477532311981102,1.4635453381939725,1.837029218673706,"[-0.7201372385025024, 0.6571102142333984, -0.5889247059822083, -0.5483219623565674, 0.8929546475410461, 0.4474160969257355, 0.8499847650527954, -0.2382689118385315]",3.600708907470107
Enhanced Sequence Attention,1,2,0,201,11.709161492536545,8.92486701577232,0.0,False,0.6254208143289955,0.6202421201790447,-1.687053089842913,1.7974560955953045,1.8290164470672607,"[-0.6194571852684021, -0.8036234378814697, 0.46672117710113525, -0.8680962920188904, 0.6670026183128357, 0.7097004055976868, 0.4298959970474243, -0.45931029319763184]",3.6887910682708025
Enhanced Sequence Attention,1,2,0,202,11.745240722878858,8.754652247730805,0.0,False,0.5587121122245228,0.2326659044437628,-1.6976041212299915,1.7134740078296158,1.8474363088607788,"[-0.28532278537750244, -0.9317941665649414, 0.7273406386375427, 0.5406736135482788, -0.830727756023407, 0.7056851983070374, -0.48436516523361206, 0.4683046340942383]",3.837500000372529
Enhanced Sequence Attention,1,2,0,203,11.706223516832084,8.590802295592468,0.0,False,0.4802805326708166,-1.4953826659440848,-1.5478379464521832,2.152201576545131,2.17590594291687,"[0.5351711511611938, -0.8624930381774902, 0.8115692734718323, 0.9072399735450745, -0.9332494735717773, 0.6618785262107849, -0.83809894323349, 0.45944321155548096]",3.293124958872795
Enhanced Sequence Attention,1,2,0,204,11.545128044308669,8.40598826071892,0.0,False,0.5551960899382565,-1.7059170727710793,-2.0417354747980907,2.6606083530314706,1.835891366004944,"[-0.1321481168270111, -0.7850497961044312, 0.8681050539016724, 0.8028365969657898, -0.37966376543045044, 0.5992584228515625, -0.8342747688293457, 0.37324047088623047]",3.664999967440963
Enhanced Sequence Attention,1,2,0,205,11.393340302633076,8.215847117733981,0.0,False,0.6265665937947444,-1.3313948283519943,-1.7439259411247134,2.194057856368002,1.1710313558578491,"[-0.19438108801841736, -0.7854474782943726, 0.32795289158821106, 0.571095883846283, 0.059499286115169525, -0.31234288215637207, -0.24828554689884186, -0.3466339111328125]",3.8835000013932586
Enhanced Sequence Attention,1,2,0,206,11.27091953817516,8.032254431663777,0.0,False,0.6004924318110193,-1.1160704303812043,-1.862295821677592,2.171119281156405,2.1296026706695557,"[-0.6170248985290527, 0.29663440585136414, -0.5047690272331238, -0.9478901624679565, 1.0, -0.6459572911262512, 0.9381129741668701, 0.7847872972488403]",3.2990420004352927
Enhanced Sequence Attention,1,2,0,207,11.187116577750968,7.84620377295972,0.0,False,0.5111874691294693,-0.2140246381154348,-1.7604615400746064,1.7734236323570003,1.6859296560287476,"[-0.7230302095413208, -0.34865838289260864, -0.4937974810600281, -0.6156700849533081, 0.7251803278923035, 0.7008452415466309, 0.7257128357887268, 0.17722418904304504]",3.5236660623922944
Enhanced Sequence Attention,1,2,0,208,11.21918200217188,7.697639533833094,0.0,False,0.4708569436947589,0.5749353863582298,-1.606182526992036,1.705981538147881,1.2735788822174072,"[-0.3764915466308594, 0.16292575001716614, 0.47742798924446106, -0.5804927945137024, 0.33747127652168274, 0.361566960811615, 0.6419008374214172, 0.48181843757629395]",4.13583405315876
Enhanced Sequence Attention,1,2,0,209,11.264799369885033,7.5462073942047665,0.0,False,0.4285132726019066,0.1838876097685006,-1.0960693303200442,1.1113877045813505,1.486813187599182,"[-0.2509572207927704, -0.6728510856628418, 0.5908284187316895, 0.36176490783691406, -0.7277032732963562, 0.7971707582473755, 0.029177993535995483, 0.2215147614479065]",3.4087919630110264
Enhanced Sequence Attention,1,2,0,210,11.259557451296574,7.427501897020235,0.0,False,0.4141611528348667,-0.4400402475438495,-1.4708770847393409,1.5352898155950083,1.9306622743606567,"[0.3139929175376892, -0.7996309995651245, 0.7700278162956238, 0.8605135083198547, -0.59590083360672, 0.4916616976261139, -1.0, 0.24331122636795044]",3.335417015478015
Enhanced Sequence Attention,1,2,0,211,11.203186487730967,7.276349760533967,0.0,False,0.5513420680757001,-0.6515587984902022,-1.4974782368177662,1.6330860166056291,1.9002715349197388,"[0.662912905216217, -0.7998048067092896, 0.7007439732551575, 0.5743662118911743, -0.7304319143295288, 0.42755332589149475, -0.9172295928001404, 0.3915470540523529]",3.925750032067299
Enhanced Sequence Attention,1,2,0,212,11.12860881651338,7.142695936767858,0.0,False,0.6158188397848203,-0.7348186325057946,-1.1761027593673103,1.3867862572397691,1.5639710426330566,"[0.5368767380714417, -0.7201807498931885, 0.43067723512649536, 0.39457446336746216, -0.8022847771644592, 0.0774628072977066, -0.5051215291023254, 0.626999020576477]",3.298375057056546
Enhanced Sequence Attention,1,2,0,213,11.050241939880914,7.036585314826728,0.0,False,0.6036251627606574,-0.902468993497557,-0.9880674269673791,1.3381806770606244,1.1870473623275757,"[-0.1374388337135315, -0.7342168092727661, 0.6640052795410156, 0.07774615287780762, -0.27445587515830994, -0.07407120615243912, 0.12091989815235138, 0.5556401014328003]",3.5863330122083426
Enhanced Sequence Attention,1,2,0,214,10.970975754744684,6.931455732682364,0.0,False,0.5343324605544252,-0.4818055458321629,-0.9993415337251548,1.109423311916048,1.9614149332046509,"[-0.8917880058288574, 0.3729608356952667, -0.0920163094997406, -0.8127010464668274, 0.8414790630340576, -0.5771062970161438, 0.578427791595459, 0.9317165613174438]",4.146374994888902
Enhanced Sequence Attention,1,2,0,215,10.931383575856414,6.846962022212961,0.0,False,0.4401348427583648,0.680361992002741,-0.4561883277662106,0.8191460373779936,1.9256407022476196,"[-0.929085910320282, 0.09487023949623108, 0.10167698562145233, -0.9476557970046997, 0.8804663419723511, 0.00488705188035965, 0.7724262475967407, 0.745395302772522]",3.7313339998945594
Enhanced Sequence Attention,1,2,0,216,11.068892880636174,6.793353820127522,0.0,False,0.5172902124962415,1.5944197892388292,-0.5346223170973305,1.6816644987199174,1.8841140270233152,"[-0.8942869901657104, -0.49039795994758606, 0.3348402976989746, -0.7954955697059631, 0.8555934429168701, -0.050428591668605804, 0.7353418469429016, 0.6995742917060852]",3.6301249638199806
Enhanced Sequence Attention,1,2,0,217,11.21813462583074,6.7195852291039815,0.0,False,0.5453319831423636,1.2534217954239295,-0.8680391938230074,1.5246502022617003,1.7429686784744265,"[-0.8869659304618835, -0.461689293384552, -0.06877318024635315, -0.7588390111923218, 0.7608748078346252, 0.629413902759552, 0.5556707978248596, 0.41670817136764526]",3.4872499527409673
Enhanced Sequence Attention,1,2,0,218,11.327701511086206,6.642650805469743,0.0,False,0.4835859301570813,0.9953140561658048,-0.6532469784461493,1.190538401417716,2.187382698059082,"[0.6723770499229431, -0.945275068283081, 0.666509747505188, 0.8965262770652771, -0.737472414970398, 0.8575116395950317, -0.8427603840827942, 0.44897186756134033]",3.3094590762630105
Enhanced Sequence Attention,1,2,0,219,11.404449634928204,6.618613720263825,0.0,False,0.4469330949237581,0.539072434691035,-0.1604467968828815,0.562443121100878,1.836724638938904,"[0.9171976447105408, -0.7482064962387085, 0.3369273841381073, 0.6057718396186829, -0.7270633578300476, 0.4728953242301941, -0.7626292109489441, 0.39769256114959717]",3.2694159308448434
Enhanced Sequence Attention,1,2,0,220,11.447489854873684,6.586026877629422,0.0,False,0.6123266226706621,0.2799403843948508,-0.3937856199761831,0.4831498042172466,1.7721948623657229,"[0.8162011504173279, 0.09665617346763611, 0.9249821305274963, 0.6109678149223328, -0.700524091720581, -0.3470913767814636, -0.6222649216651917, 0.4877029061317444]",4.275334067642689
Enhanced Sequence Attention,1,2,0,221,11.500949015607736,6.540625257012158,0.0,False,0.6874550763601707,0.8214618616062478,-0.5533575500336084,0.9904565453631976,1.7639954090118408,"[0.5659320950508118, 0.290056437253952, 0.9535232186317444, 0.7626407742500305, 0.4850122332572937, 0.7130522131919861, 0.045172542333602905, 0.6860899925231934]",3.715500002726913
Enhanced Sequence Attention,1,2,0,222,11.599510661078185,6.494210055579003,0.0,False,0.6853495348277989,1.0630020967505054,-0.4218681813319253,1.1436547643918933,0.8873859643936157,"[-0.533190131187439, 0.06932884454727173, -0.13263863325119019, -0.4346783757209778, 0.34772229194641113, -0.04428183287382126, 0.0899842232465744, 0.40105926990509033]",3.239374957047403
Enhanced Sequence Attention,1,2,0,223,11.718774838065576,6.459667836919032,0.0,False,0.5946384758863636,1.313633454257661,-0.2720041397320278,1.3414988274971675,1.9930531978607176,"[-0.8504508137702942, 0.09615495800971985, -0.18465706706047058, -1.0, 0.8848298788070679, -0.3555294871330261, 0.8796865344047546, 0.7228257656097412]",3.796499921008945
Enhanced Sequence Attention,1,2,0,224,11.895418126438488,6.428118815194632,0.0,False,0.4885850637427619,2.7046735260627637,-0.3113456795234409,2.722534667316965,1.910654902458191,"[-0.924262285232544, -0.18636497855186462, -0.19085532426834106, -0.8428656458854675, 0.8216169476509094, -0.23441368341445923, 0.8159362077713013, 0.7867687940597534]",3.3601250033825636
Enhanced Sequence Attention,1,2,0,225,12.159380980711218,6.394182446600358,0.0,False,0.5644112012699215,2.442408629513211,-0.3513093184120271,2.4675449642759752,1.3711462020874023,"[-0.6409682631492615, -0.6480183601379395, -0.4816226363182068, -0.5091623663902283, 0.48099154233932495, 0.4907413423061371, -0.2242751568555832, 0.18864741921424866]",3.8872919976711273
Enhanced Sequence Attention,1,2,0,226,12.401148538685288,6.347042880909997,0.0,False,0.5402735414733314,2.3953065953080084,-0.5881596699786436,2.466460111762489,1.8608965873718264,"[-0.48098745942115784, -0.75196373462677, 0.6403411030769348, 0.6725454330444336, -0.619272768497467, 0.6655545830726624, -0.8963462710380554, 0.41699573397636414]",3.802540944889188
Enhanced Sequence Attention,1,2,0,227,12.601758730714469,6.256594656880516,0.0,False,0.4761528675383787,1.376843636505283,-1.4192679891628155,1.9773770567211897,1.8811314105987549,"[0.1585063934326172, -0.3219221234321594, 0.8221629858016968, 0.9555560946464539, -0.7986871600151062, -0.2996559143066406, -0.908729612827301, 0.5170820951461792]",3.7449171068146825
Enhanced Sequence Attention,1,2,0,228,12.7253203788077,6.088066194454298,0.0,False,0.5636619621770226,1.086732861608275,-1.8726455742446004,2.1651304254564434,2.115234851837158,"[0.12906011939048767, -0.7944619059562683, 1.0, 0.5165364742279053, -0.9904399514198303, 0.31229734420776367, -0.9346255660057068, 0.7794589996337891]",3.706832998432219
Enhanced Sequence Attention,1,2,0,229,12.852450807418792,5.9176234309832605,0.0,False,0.6430170863351392,1.3364925470602758,-1.5697954885621377,2.0616668509382654,1.622755527496338,"[0.3921636939048767, -0.451204776763916, 0.7634926438331604, 0.381416916847229, -0.7508729100227356, 0.1952337622642517, 0.5773121118545532, 0.7825226187705994]",3.820582991465926
Enhanced Sequence Attention,1,2,0,230,12.983287021322177,5.763667396678513,0.0,False,0.6361450784821779,1.190691074090245,-1.4751174227318204,1.8957100634762556,2.232046127319336,"[-1.0, -0.0977884829044342, -0.0824178159236908, -1.0, 0.6514998078346252, -0.8381287455558777, 0.9485671520233154, 0.9690110087394714]",3.843666985630989
Enhanced Sequence Attention,1,2,0,231,13.098138217681356,5.618234813834178,0.0,False,0.5690274959699138,1.0196659374338577,-1.526352127946973,1.8356114628240696,2.088280439376831,"[-0.8534088134765625, 0.6548757553100586, -0.4339051842689514, -0.9301989078521729, 0.8066478967666626, 0.09830742329359055, 0.8723761439323425, 0.8537081480026245]",3.8836250314489007
Enhanced Sequence Attention,1,2,0,232,13.219150709158471,5.47788718573295,0.0,False,0.4774141257339503,1.7223519939552072,-1.4126825501052809,2.227592507271794,1.9917707443237305,"[-0.81209397315979, 0.3116898834705353, -0.38794922828674316, -0.8470500111579895, 0.7985695004463196, 0.6770491600036621, 0.8623698949813843, 0.7090239524841309]",3.686249954625964
Enhanced Sequence Attention,1,2,0,233,13.33417202203116,5.4077504416281945,0.0,False,0.5327419238254845,0.8765878483080796,-0.379357200802307,0.955153464947885,2.04706072807312,"[-0.7406900525093079, -1.0, 0.549116313457489, 0.5993558168411255, -0.8460793495178223, 0.5619078874588013, -0.5996761918067932, -0.768034815788269]",3.5751248942688107
Enhanced Sequence Attention,1,2,0,234,13.417557273621728,5.365192449179968,0.0,False,0.541659324016932,0.7898525823898775,-0.4674535445477051,0.9178125724886164,1.576303005218506,"[0.18254712224006653, -0.66726154088974, 0.5614323616027832, 0.2852432131767273, -0.6544604301452637, 0.07100550085306168, -0.520715594291687, 0.9513646364212036]",3.6654999712482095
Enhanced Sequence Attention,1,2,0,235,13.479857235422283,5.2899229325644015,0.0,False,0.5182322365834172,0.3498350929196963,-1.267999842020296,1.3153737839875128,2.020321846008301,"[0.19821375608444214, -0.7955576181411743, 0.8894659876823425, 0.8399549126625061, -0.8479459881782532, -0.18241730332374573, -0.8974133133888245, 0.5959750413894653]",3.7967499811202288
Enhanced Sequence Attention,1,2,0,236,13.506711094521508,5.144625801455115,0.0,False,0.6065717324112906,0.4172106886490149,-1.3984440720777565,1.4593527954036345,1.7083992958068848,"[0.10434120148420334, -0.9126917123794556, 0.8509411215782166, 0.08184117078781128, -0.9176364541053772, -0.16925743222236633, -0.6875315308570862, -0.023051440715789795]",3.3666250528767705
Enhanced Sequence Attention,1,2,0,237,13.561923734963472,5.006706846964513,0.0,False,0.6431372299016542,0.6444196372200897,-1.3334911259963176,1.4810385720654946,2.21429443359375,"[-1.0, 0.30982330441474915, -0.48661333322525024, -1.0, 0.7834082245826721, -0.5513305068016052, 0.9463666081428528, 0.8700650930404663]",3.5162909189239144
Enhanced Sequence Attention,1,2,0,238,13.640451766169836,4.880319758565418,0.0,False,0.5987177219704636,0.8792155776250555,-1.1946110769838596,1.483278684937897,2.409655809402466,"[-0.8729820251464844, 0.8098452091217041, -0.967430055141449, -0.9747600555419922, 0.9080607891082764, 0.22078171372413635, 1.0, 0.7931563854217529]",4.227333003655076
Enhanced Sequence Attention,1,2,0,239,13.731953447862828,4.7857939513775625,0.0,False,0.5885050351172221,1.2999406586532951,-1.0598109294295197,1.677213439654663,1.9103325605392456,"[-0.6653589010238647, 0.5766277313232422, -0.8605392575263977, -0.4877585172653198, 0.7646063566207886, 0.7997250556945801, 0.8117884397506714, -0.11202052235603333]",3.952833008952439
